"","ant.Sep.Eri.P","ant.Oct.Eri.P","ant.Nov.Eri.P","for.Dec.Eri.P","for.Jan.Eri.P","for.Feb.Eri.P","for.Mar.Eri.P","for.Apr.Eri.P","for.May.Eri.P","for.Jun.Eri.P","for.Jul.Eri.P","for.Aug.Eri.P","for.Sep.Eri.P","for.Oct.Eri.P","for.Nov.Eri.P","ant.Sep.Eri.E","ant.Oct.Eri.E","ant.Nov.Eri.E","for.Dec.Eri.E","for.Jan.Eri.E","for.Feb.Eri.E","for.Mar.Eri.E","for.Apr.Eri.E","for.May.Eri.E","for.Jun.Eri.E","for.Jul.Eri.E","for.Aug.Eri.E","for.Sep.Eri.E","for.Oct.Eri.E","for.Nov.Eri.E","ant.Sep.Eri.R","ant.Oct.Eri.R","ant.Nov.Eri.R","for.Dec.Eri.R","for.Jan.Eri.R","for.Feb.Eri.R","for.Mar.Eri.R","for.Apr.Eri.R","for.May.Eri.R","for.Jun.Eri.R","for.Jul.Eri.R","for.Aug.Eri.R","for.Sep.Eri.R","for.Oct.Eri.R","for.Nov.Eri.R","ant.Sep.Ont.P","ant.Oct.Ont.P","ant.Nov.Ont.P","for.Dec.Ont.P","for.Jan.Ont.P","for.Feb.Ont.P","for.Mar.Ont.P","for.Apr.Ont.P","for.May.Ont.P","for.Jun.Ont.P","for.Jul.Ont.P","for.Aug.Ont.P","for.Sep.Ont.P","for.Oct.Ont.P","for.Nov.Ont.P","ant.Sep.Ont.E","ant.Oct.Ont.E","ant.Nov.Ont.E","for.Dec.Ont.E","for.Jan.Ont.E","for.Feb.Ont.E","for.Mar.Ont.E","for.Apr.Ont.E","for.May.Ont.E","for.Jun.Ont.E","for.Jul.Ont.E","for.Aug.Ont.E","for.Sep.Ont.E","for.Oct.Ont.E","for.Nov.Ont.E","ant.Sep.Ont.R","ant.Oct.Ont.R","ant.Nov.Ont.R","for.Dec.Ont.R","for.Jan.Ont.R","for.Feb.Ont.R","for.Mar.Ont.R","for.Apr.Ont.R","for.May.Ont.R","for.Jun.Ont.R","for.Jul.Ont.R","for.Aug.Ont.R","for.Sep.Ont.R","for.Oct.Ont.R","for.Nov.Ont.R","ant.Sep.MiH.P","ant.Oct.MiH.P","ant.Nov.MiH.P","for.Dec.MiH.P","for.Jan.MiH.P","for.Feb.MiH.P","for.Mar.MiH.P","for.Apr.MiH.P","for.May.MiH.P","for.Jun.MiH.P","for.Jul.MiH.P","for.Aug.MiH.P","for.Sep.MiH.P","for.Oct.MiH.P","for.Nov.MiH.P","ant.Sep.MiH.E","ant.Oct.MiH.E","ant.Nov.MiH.E","for.Dec.MiH.E","for.Jan.MiH.E","for.Feb.MiH.E","for.Mar.MiH.E","for.Apr.MiH.E","for.May.MiH.E","for.Jun.MiH.E","for.Jul.MiH.E","for.Aug.MiH.E","for.Sep.MiH.E","for.Oct.MiH.E","for.Nov.MiH.E","ant.Sep.MiH.R","ant.Oct.MiH.R","ant.Nov.MiH.R","for.Dec.MiH.R","for.Jan.MiH.R","for.Feb.MiH.R","for.Mar.MiH.R","for.Apr.MiH.R","for.May.MiH.R","for.Jun.MiH.R","for.Jul.MiH.R","for.Aug.MiH.R","for.Sep.MiH.R","for.Oct.MiH.R","for.Nov.MiH.R","ant.Sep.Sup.P","ant.Oct.Sup.P","ant.Nov.Sup.P","for.Dec.Sup.P","for.Jan.Sup.P","for.Feb.Sup.P","for.Mar.Sup.P","for.Apr.Sup.P","for.May.Sup.P","for.Jun.Sup.P","for.Jul.Sup.P","for.Aug.Sup.P","for.Sep.Sup.P","for.Oct.Sup.P","for.Nov.Sup.P","ant.Sep.Sup.E","ant.Oct.Sup.E","ant.Nov.Sup.E","for.Dec.Sup.E","for.Jan.Sup.E","for.Feb.Sup.E","for.Mar.Sup.E","for.Apr.Sup.E","for.May.Sup.E","for.Jun.Sup.E","for.Jul.Sup.E","for.Aug.Sup.E","for.Sep.Sup.E","for.Oct.Sup.E","for.Nov.Sup.E","ant.Sep.Sup.R","ant.Oct.Sup.R","ant.Nov.Sup.R","for.Dec.Sup.R","for.Jan.Sup.R","for.Feb.Sup.R","for.Mar.Sup.R","for.Apr.Sup.R","for.May.Sup.R","for.Jun.Sup.R","for.Jul.Sup.R","for.Aug.Sup.R","for.Sep.Sup.R","for.Oct.Sup.R","for.Nov.Sup.R"
"56",108.36,145.06,50.99,96.17,121.22,36.97,69.58,75.98,38.42,39.49,56.31,129.17,58.86,54.3,81.56,177.34172,188.791919,75.270334,86.0274,45.668029,32.314002,17.101636,6.547654,16.538537,49.238626,95.62946,112.379266,139.681051,173.405607,181.797097,21.38,104.93,73.3,148.31,184.8,34.32,199.11,98.16,40.52,12.51,9.23,86.82,11.73,11.14,59.53,130.68,152.33,77.12,91.93,86.83,50.68,65.16,79.17,37.5,40.02,77.03,26.45,50.58,66.96,87.76,73.449,91.798,54.864,94.737,104.24,95.359,41.863,15.126,1.3137,12.837,37.903,72.556,72.524,67.416,117.88,73.1,205.7,247.4,259.1,244.8,87.5,288.2,281.7,134.3,56.7,46.4,32.8,31.9,59.9,106.2,93.15,116.59,66.98,74.46,51.82,37.16,68.88,67.24,51.08,59.37,59.13,84.67,60.52,86.43,44.72,88.464,100.91,66.917,93.47,95.516,78.367,40.086,16.946,2.4522,3.0735,21.566,49.971,66.853,70.19,145.21,25,56.7,58.7,94.3,74.9,37.3,97.9,100.8,64.1,36.8,28,28.6,25.3,31.1,33.5,62.79,50.47,35.66,49.12,35.18,34.78,49.42,52.71,44.45,69.79,53.12,43.46,137.26,148.48,54.45,83.946221,107.310066,84.705726,107.961127,123.639947,100.597747,51.210812,23.108997,3.481658,-4.282976,-3.357123,17.26442,49.986015,30.739359,115.098953,12.3,20.19,17.55,18.99,17.16,10.02,30.16,61.66,48.52,41.03,28.39,18.44,31.83,74.3,37.55
"57",58.86,54.3,81.56,107.62,75.43,128.17,114.6,57.77,72.99,100.7,87.87,51.56,78.96,58.93,85.21,139.681051,173.405607,181.797097,83.892605,41.609258,18.883459,14.024908,1.249096,24.644544,28.686778,70.854875,129.871779,135.572719,213.920083,135.553071,11.73,11.14,59.53,156.46,122.4,190.77,221.65,128.6,56.7,39.8,40.95,7.49,30.54,18.82,48.5,50.58,66.96,87.76,104.46,54.07,115.76,100.25,64.47,61.43,89.85,115.53,91.08,58.53,107.66,80.84,72.524,67.416,117.88,121.9,84.935,59.559,49.124,7.7981,4.0923,5.3933,32.381,66.374,71.17,100.66,85.586,31.9,59.9,106.2,185,243.2,227.8,261.7,367.9,152.2,89.2,78.2,68.7,44.5,90,146.4,60.52,86.43,44.72,72.88,94.01,75.91,44.9,88.08,75.55,124.72,86.89,40.01,108.41,52.55,68.43,66.853,70.19,145.21,126.06,73.928,46.46,39.068,4.8237,1.4916,-4.7423,8.9299,52.215,68.056,106.65,111.86,25.3,31.1,33.5,40.9,92.7,71.9,70.5,172.5,98.6,77,47.7,30.1,46.9,30.4,42.4,137.26,148.48,54.45,62.52,48.38,30.25,30.23,87.59,71.44,106.11,87.25,40.37,74.21,38.23,63.07,49.986015,30.739359,115.098953,125.00779,104.554054,72.724227,40.929806,6.482342,2.301769,-4.373444,-4.907295,15.895207,47.386158,83.278883,102.34821,31.83,74.3,37.55,21.86,24.96,19.02,15.94,98.43,98.61,79,57.37,27.12,23.92,24.95,27.71
"58",78.96,58.93,85.21,127.34,48.7,66.07,96.12,83.78,63.14,83.1,78.34,91.05,54.7,77.25,28.19,135.572719,213.920083,135.553071,77.078878,34.688042,8.62863,17.3399,6.067029,15.915158,33.080539,78.830418,110.831899,146.756123,172.572859,107.183794,30.54,18.82,48.5,148.85,42.59,174.88,200.29,125.34,55.69,33.51,13.44,17.46,9.52,43.58,12.07,58.53,107.66,80.84,113.34,58.85,54.41,65.26,104.63,82.74,71.68,96.07,93.4,44.4,81.53,37.97,71.17,100.66,85.586,134.06,93.653,42.774,35.005,11.565,1.8902,2.4709,33.911,60.493,82.469,79.835,49.167,44.5,90,146.4,251,158.9,196.8,268.7,265.6,174.6,106.3,80.3,59.8,35.5,99.5,92.4,108.41,52.55,68.43,131.18,36.76,73.04,64.59,87.88,75.76,88.81,53.93,95.47,49.42,134.82,31.32,68.056,106.65,111.86,113.49,69.698,24.052,17.576,7.3125,-0.10521,-2.7624,12.492,38.148,55.317,78.7,72.264,46.9,30.4,42.4,73.2,65.9,73.3,112.3,136.6,114.6,68,40.2,34.9,25.5,51.7,57.4,74.21,38.23,63.07,76.59,41.24,38.44,40.3,63.31,53.39,52.85,59.9,111.84,39.25,84.82,37.55,47.386158,83.278883,102.34821,153.354751,104.019116,36.731928,35.029691,11.095325,3.118045,-3.885769,-2.794714,2.775483,26.42419,77.576088,63.27131,23.92,24.95,27.71,16.63,18.07,18.69,30.76,71.68,86.61,47.3,28.23,32.26,21.85,29.2,30.98
"59",54.7,77.25,28.19,76.53,38.88,35.26,46.7,65.71,102.43,115.03,91.51,44.47,69.95,83.09,75.32,146.756123,172.572859,107.183794,108.454345,37.753974,22.992258,11.848047,6.820691,17.590064,41.585078,81.796908,122.757023,185.964558,186.038059,138.429232,9.52,43.58,12.07,70.86,53.38,24.72,133.34,72.79,94.71,52.1,18.64,6.9,7.84,19.48,36.79,44.4,81.53,37.97,82.15,56.87,46.92,60.61,39.44,51.04,137.72,88.58,58.95,78.45,76.44,72.46,82.469,79.835,49.167,130.21,94.081,45.288,26.466,7.9224,8.0893,22.951,46.272,66.101,83.884,83.129,85.026,35.5,99.5,92.4,163.5,154.6,103.6,233,133,116.5,110.7,76.2,62,55.3,178.9,128.7,49.42,134.82,31.32,70.44,26.49,27.01,17.71,44.66,72.81,146.47,92.07,58.19,121.6,41.1,50,55.317,78.7,72.264,143.72,82.773,38.41,30.937,12.972,3.2944,0.79071,12.256,41.8,83.782,94.792,109.61,25.5,51.7,57.4,48.3,42.8,33.3,70.7,55.7,54.9,48.5,43.1,30.3,38.7,36.8,39.7,39.25,84.82,37.55,68.7,30.19,17.94,11.57,16.66,33.17,95.27,55.79,75.41,119.55,41.82,67.57,26.42419,77.576088,63.27131,130.289245,115.497885,71.745048,42.189447,20.877623,5.61708,-3.914847,-2.172335,22.36893,72.847075,85.299757,109.457551,21.85,29.2,30.98,19.56,13.98,12.63,43.43,28.26,34.34,33.06,18.29,20.08,32.18,27.93,27.23
"60",69.95,83.09,75.32,46.65,37.34,87.33,105.44,137.68,157.65,62.06,62.83,113.16,125.66,105.8,119.55,185.964558,186.038059,138.429232,103.617193,36.378341,20.204504,13.597295,-1.440854,-5.038121,32.84602,60.44988,141.880624,133.465648,177.766837,128.15964,7.84,19.48,36.79,54.59,41.28,98.1,265.37,193.34,180.18,42.59,18.49,19.47,43.79,103.65,115.84,78.45,76.44,72.46,67,45.02,62.43,99.7,131.65,121.34,54.97,49.33,114.56,96.35,97.34,69.52,83.884,83.129,85.026,136.86,98.221,56.663,45.586,8.28,-2.5966,9.9032,35.769,74.422,66.032,83.781,63.749,55.3,178.9,128.7,205,110.4,108.5,382.5,348.5,334.1,120,55.5,55.7,62.4,127.8,109.5,121.6,41.1,50,43.89,49.61,37.58,58.4,134.18,88.17,95.76,61.78,59.67,95.7,90.6,76.83,83.782,94.792,109.61,130.45,83.541,45.229,28.18,-0.59406,-4.434,-3.4778,4.9196,52.647,73.275,56.796,93.853,38.7,36.8,39.7,47.8,45.8,39.5,82.7,129.1,123.3,68.7,41.7,29.9,24.3,47.1,53.7,119.55,41.82,67.57,40.45,48.31,25.26,27.31,79.9,74.6,85.79,83.83,48.57,72.78,52.53,47.73,72.847075,85.299757,109.457551,141.629468,113.241071,75.019284,53.847666,12.20692,-0.827804,-4.159834,-4.997156,18.890252,59.770046,65.108206,78.232425,32.18,27.93,27.23,20.53,18.22,13.42,17.09,74.62,83.22,52.67,36.99,20.49,13.99,22.08,19.29
"61",125.66,105.8,119.55,88.92,82.57,33.35,64.33,24.32,52.98,54.99,60.16,69.6,93.84,129.66,25.1,133.465648,177.766837,128.15964,81.973974,31.427545,21.755159,18.921546,21.433171,27.600607,58.026507,95.326346,120.939377,155.768894,159.161048,114.478203,43.79,103.65,115.84,210.07,134.21,70.81,110.57,32.61,29.36,10.07,6.87,9.1,15.44,45.75,34.91,96.35,97.34,69.52,72.01,86.82,37.56,42.39,45.7,49.47,73.78,53.42,49.18,114.9,95.61,27.11,66.032,83.781,63.749,90.116,89.153,61.519,40.984,34.042,7.2696,30.787,55.782,79.203,94.496,68.3,90.244,62.4,127.8,109.5,193.8,207.2,158,188.1,123.4,128,61.1,32.1,31.5,43.2,71.9,78.6,95.7,90.6,76.83,44.65,52.26,30.22,66.2,36.67,52.76,64.29,55.39,54.07,60.36,115.3,27.88,73.275,56.796,93.853,101.25,75.657,45.319,25.418,25.052,6.7532,1.6914,29.981,81.649,109.58,109.47,92.608,24.3,47.1,53.7,68.9,58.7,47.1,96.8,55.9,53.4,34.7,23.1,21.9,18.7,37.4,40.4,72.78,52.53,47.73,35.86,42.53,28.25,55.64,46.3,88.89,101.14,61.71,41.89,47.89,97.95,48.15,59.770046,65.108206,78.232425,127.258133,104.084285,57.45843,23.758438,18.225557,4.252274,-4.131793,-1.991333,44.155993,99.803574,77.26192,106.409132,13.99,22.08,19.29,15.19,12.38,10.78,52.65,53.11,63.04,70.24,28.81,18.65,11.43,22.2,25.74
"62",93.84,129.66,25.1,73.3,67.38,69.92,42.42,99.68,63.75,147.89,117.72,73.08,62.56,90.78,68.09,155.768894,159.161048,114.478203,71.985957,39.696872,13.195554,22.584609,6.835919,31.86753,25.749407,77.958026,95.783385,141.612551,133.992518,150.721572,15.44,45.75,34.91,48.33,104.57,86.36,97.1,145.36,51.34,75.1,61.59,15.69,12.97,33.39,52.24,114.9,95.61,27.11,95.34,57.15,78.73,24.71,83.03,62.06,139.5,75.58,65.13,66.64,100.7,63.92,94.496,68.3,90.244,85.302,92.888,72.798,44.292,16.306,14.546,13.378,51.125,66.943,98.362,81.733,112.4,43.2,71.9,78.6,137.8,178.4,166.8,195.3,250.6,138.4,178.9,104.5,56.1,47.3,86,153.7,60.36,115.3,27.88,56.51,78.4,62.74,41.66,119.52,83.9,72.81,70.55,64.29,65.03,100.23,93.22,109.58,109.47,92.608,85.203,81.287,38.922,33.991,3.8215,0.49156,-1.0842,14.939,33.043,71.604,78.333,115.51,18.7,37.4,40.4,41.8,50.7,62.5,73.2,163.6,128.1,73.7,46.5,36.7,32.5,42.1,87.9,47.89,97.95,48.15,35.4,51.52,45.67,47.53,99.33,103.13,81.88,142.7,86.43,84.36,75.7,77.42,99.803574,77.26192,106.409132,91.514462,101.522512,63.878198,46.038509,13.497133,-1.707595,-4.47925,-4.058291,-1.209608,43.051294,58.718041,97.244313,11.43,22.2,25.74,22.2,17.73,12.88,11.53,45.46,143.97,71.01,44.25,36.5,31.12,31.66,39.94
"63",62.56,90.78,68.09,86.88,61.53,62.32,51.61,104.37,102.68,93.95,95.54,81.61,91.09,84.84,73.47,141.612551,133.992518,150.721572,80.362774,39.532473,19.611434,13.09241,-2.265537,5.853615,39.475791,92.598616,97.032773,116.523314,132.795701,152.700447,12.97,33.39,52.24,123.06,75.67,93.28,103.99,140.98,77.28,33.57,19.58,23.48,37.02,22.52,33.01,66.64,100.7,63.92,69.08,57.25,66.06,49.4,109.43,83.37,94.75,107.93,68.22,44.79,64.3,52.09,98.362,81.733,112.4,104.28,114.84,54.021,47.591,5.8823,-1.2557,7.5719,70.474,67.676,79.216,76.652,119.38,47.3,86,153.7,176.6,166,114.7,163.2,348.9,237.5,111,82.5,80.8,47.6,66.1,85.3,65.03,100.23,93.22,51.85,60.99,36.64,42.71,97.08,85.36,95.38,78.43,85.91,105.32,111.49,87.54,71.604,78.333,115.51,118.69,72.93,33.681,12.705,-4.807,-9.1118,-6.5072,11.718,11.782,45.287,50.148,107.01,32.5,42.1,87.9,55.6,51.3,36.3,51,136.3,130,68.8,47.3,39.9,49.9,70.1,72.7,84.36,75.7,77.42,68.32,58.75,48.66,42.66,101.07,93.87,101.65,88.34,90.91,109.6,92.97,86.46,43.051294,58.718041,97.244313,112.196919,98.954569,28.776757,13.435524,-0.930739,-6.789128,-4.366604,-4.413783,3.143296,37.664668,35.326198,89.520428,31.12,31.66,39.94,22.7,13.07,12.06,11.83,65.24,133.14,75.18,40.72,29.55,36.79,47.66,32.38
"64",91.09,84.84,73.47,31.83,67.42,34.31,38.98,71.92,90.42,173.24,74.39,66.74,81.1,53.55,51.76,116.523314,132.795701,152.700447,69.96619,40.615404,33.342102,16.767743,5.274491,9.611722,21.264072,68.819152,113.049535,151.828708,183.653942,135.730536,37.02,22.52,33.01,33.33,58.18,17.36,125.84,106.08,46.1,112.01,56.06,9.58,15.82,10.22,28.96,44.79,64.3,52.09,38.84,50.71,47.28,28.96,68.63,46.31,166.23,46.71,72.01,97.21,87.55,28.82,79.216,76.652,119.38,81.218,125.53,71.165,24.792,6.2488,-0.76234,2.2905,36.545,63.952,75.343,73.786,88.312,47.6,66.1,85.3,117.5,113.1,41.1,130.2,263.2,129.2,157.6,92.1,46.7,49.8,79.3,109.3,105.32,111.49,87.54,39.93,38.98,31.81,26.96,55.34,86.6,85.14,47.83,75.84,77.9,60.12,83.74,45.287,50.148,107.01,78.21,72.882,46.048,27.589,8.5015,-0.56647,-4.3772,-0.71309,27.602,52.136,71.553,87.486,49.9,70.1,72.7,70.7,52.7,30.7,51.2,98.5,75.7,62.3,39.3,26.3,26.9,23,47.1,109.6,92.97,86.46,48.5,43.37,37.19,44.96,51.28,88.16,84.72,65.98,80.39,73.01,62.72,87.11,37.664668,35.326198,89.520428,90.904668,98.244941,66.669144,22.644176,9.449633,2.757037,-4.515239,-4.277752,6.610964,39.887053,64.566808,84.938951,36.79,47.66,32.38,27.19,18.05,12.58,20.24,70.57,92.94,59.57,36.92,26.35,22.51,20.52,37.6
"65",81.1,53.55,51.76,68.59,42.67,65.42,102.03,64.55,54.59,36.63,57.54,85.59,92.12,76.01,35.43,151.828708,183.653942,135.730536,84.799185,35.04203,19.705215,13.329648,13.384451,26.744202,57.442629,77.047126,107.737896,142.557243,163.783285,142.558414,15.82,10.22,28.96,49.92,73.63,80.55,131.22,106,48.49,12.3,8.59,13.48,12.78,30.2,8.44,97.21,87.55,28.82,63.14,54.7,97.42,71.01,54.16,32.91,41.12,38.94,84.05,51.05,96.61,43.77,75.343,73.786,88.312,117.06,93.204,47.356,38.28,24.101,3.131,18.945,43.805,58.809,89.899,92.086,76.189,49.8,79.3,109.3,118.9,152.4,195.1,254.3,228.8,131.5,56.2,36.7,42,33.1,90.7,92.7,77.9,60.12,83.74,103.38,46.14,52.02,101.81,51.26,45.65,49.27,63.41,88.7,77.16,70.45,47.85,52.136,71.553,87.486,79.271,75.215,35.763,9.9193,13.739,5.0614,2.335,15.462,48.903,80.065,78.97,86.602,26.9,23,47.1,72.4,60.6,64.3,109.3,131.6,77.3,41.2,32.1,32,27.2,36,29.7,73.01,62.72,87.11,100.27,54.02,48.7,45.26,30.1,59.69,114.36,81.69,87.76,106.41,57.55,65.12,39.887053,64.566808,84.938951,93.425068,66.533136,50.338093,32.375204,20.405352,2.719571,-4.464795,-4.035958,15.530925,52.376556,72.86323,67.085516,22.51,20.52,37.6,39.27,25.83,19.57,55.54,71.72,61.64,58.18,38.94,26.2,24.36,28.32,23.43
"66",92.12,76.01,35.43,73.07,102.39,58.33,84.59,93.78,135.88,81.62,67.1,69.29,37.63,85.75,114.3,142.557243,163.783285,142.558414,109.276993,31.552333,28.55906,22.11684,1.8183,24.266195,45.952432,72.825036,111.425491,108.335985,153.543593,135.034968,12.78,30.2,8.44,64.21,159.6,87.59,112.53,132.33,142.37,32.89,53.86,16.8,5.22,16.03,108.67,51.05,96.61,43.77,76.63,100.14,79.93,79.87,113.67,151.2,108.01,92.14,60.11,43.6,140.6,79.33,89.899,92.086,76.189,122.37,80.135,55.606,59.243,2.2201,6.0175,17.635,40.72,69.823,62.696,78.352,100.6,33.1,90.7,92.7,132.7,200.6,164.6,228.9,360.2,374.7,179.3,127.8,70.8,40.9,86.9,236.8,77.16,70.45,47.85,61.3,72.65,60.59,71.4,103.74,85.77,122.89,78.74,75.41,47.98,124.35,65.93,80.065,78.97,86.602,145.18,67.323,32.087,38.53,0.76969,-0.75977,-2.908,6.3805,44.814,49.579,78.163,116.22,27.2,36,29.7,41.6,68,63,90.7,136.3,113.7,69.7,53.8,35.4,25.7,52.4,65.7,106.41,57.55,65.12,80.17,74.97,65.17,43.23,97.18,92.52,101.91,65.07,112.14,107.62,117.08,68.53,52.376556,72.86323,67.085516,142.393234,93.36157,65.002527,56.059243,2.254812,1.131426,-4.421267,-3.523931,9.625072,35.475536,61.920093,109.891554,24.36,28.32,23.43,29.04,21.97,29.62,34.74,86.04,100.7,60.88,37.85,37.62,31.18,48.32,40.1
"67",37.63,85.75,114.3,52.91,55.68,91.68,71.96,90.47,95.57,76.89,49.94,89.39,73.68,94.46,99.83,108.335985,153.543593,135.034968,109.00762,28.312513,7.744665,30.792099,14.211352,4.376041,38.433897,92.438064,102.254467,120.8274,174.631654,127.745307,5.22,16.03,108.67,30.32,84.63,154.82,123.71,142.51,69.98,26.1,10.83,16.03,18.72,27.34,92.51,43.6,140.6,79.33,56.48,85.43,75.55,55.8,114.21,67.98,58.64,64.56,77.56,63.12,89.47,104.31,62.696,78.352,100.6,130.56,93.399,32.724,49.349,23.34,0.50112,13.764,46.468,58.812,82.494,104.72,94.418,40.9,86.9,236.8,127.6,214.9,209.6,178.6,291.9,213,94.6,52.2,53,46.3,82.2,183,47.98,124.35,65.93,53.54,64.56,65.79,31.73,80.68,94.78,61.49,52.31,111.2,74.86,122.53,70.74,49.579,78.163,116.22,130.22,64.509,28.218,38.025,16.97,-3.1943,-1.703,14.36,38.251,68.765,81.421,97.709,25.7,52.4,65.7,52.7,58.3,65.9,63.3,91.3,111.8,54.6,30.5,30.7,31.7,65.4,60.1,107.62,117.08,68.53,102.6,60.3,40.05,15.09,29.09,57.37,80.17,80.58,83.24,129.62,143.13,76.69,35.475536,61.920093,109.891554,122.365362,103.563322,60.870298,48.616405,32.802241,2.040037,-4.073831,-4.504511,10.015067,48.674683,59.169396,90.409923,31.18,48.32,40.1,36.31,22.15,17.32,15.18,37.55,94.57,56.96,34.46,24.47,31.43,72.95,39.93
"68",73.68,94.46,99.83,55.15,78.76,63.35,67.56,103.4,94.54,120.22,80.94,70.89,60.94,84.98,55.1,120.8274,174.631654,127.745307,47.418661,55.396773,14.23633,16.185319,0.476869,13.213217,36.173121,78.289264,132.508513,112.260592,159.602838,142.364427,18.72,27.34,92.51,61.65,77.64,126.54,107.56,159.28,102.53,75.25,18.07,9.6,10.24,19.7,45.57,63.12,89.47,104.31,79.97,76.45,73.82,60.84,84.35,113.67,91.43,61.44,60.49,65.65,127.25,51.38,82.494,104.72,94.418,74.959,115.22,52.393,39.966,7.6473,-0.19544,8.0495,31.188,81.251,64.899,70.931,110.68,46.3,82.2,183,192.4,175.4,181.8,200.5,306,295.2,168,80.4,47.1,48.6,101.4,179.5,74.86,122.53,70.74,62.21,66.48,78,55.52,96.49,121.76,102.23,70.87,50.59,131.01,127.44,80.42,68.765,81.421,97.709,68.373,82.244,30.762,15.886,-5.205,-7.7101,-4.8252,5.5954,50.151,35.203,77.408,96.245,31.7,65.4,60.1,50.2,53.3,53.4,83,154.8,144.4,88.7,52.4,29.3,42.9,64.9,77.7,129.62,143.13,76.69,48.81,69.93,77.55,50.07,92,81.49,56.45,68.41,69.68,119.55,93.74,68.34,48.674683,59.169396,90.409923,90.243214,99.908319,43.346628,32.333201,4.781913,0.174592,-3.823143,-3.452888,24.129674,39.548202,72.441935,100.850479,31.43,72.95,39.93,20.33,21.16,17.56,29.29,101.38,117.51,60.99,35.23,24.05,34.09,52.76,33.92
"69",60.94,84.98,55.1,55.6,89.48,44.7,97.29,57.61,83.73,53.24,69.04,72.8,53.54,93.01,52.46,112.260592,159.602838,142.364427,65.06159,26.512471,33.427219,10.48278,22.028244,34.068269,44.015246,79.457374,120.619078,153.574002,157.686459,124.818908,10.24,19.7,45.57,39.91,145.99,63.75,142.54,73.91,72.67,12.79,8.02,7.87,6.89,28.39,26.55,65.65,127.25,51.38,72.4,81.44,50.92,69.93,58.53,61.6,34.96,65.54,73.24,44.08,75.45,50.51,64.899,70.931,110.68,88.251,70.76,60.428,26.078,23.297,18.247,25.173,44.984,82.507,86.686,87.459,75.415,48.6,101.4,179.5,162.7,237.6,143.5,256.6,209.5,163.4,60.1,44.2,39.9,29.4,63.9,78.5,131.01,127.44,80.42,72.36,71.45,35.26,79.38,64.7,92.37,76.66,90.07,85.15,77.71,89.61,59.09,35.203,77.408,96.245,72.166,47.427,47.723,16.42,14.312,3.8263,0.085538,15.3,43.928,74.684,93.331,76.635,42.9,64.9,77.7,69.4,91.8,54.5,87.9,99.9,108.5,57.4,41.1,36.5,34.2,46.8,58.1,119.55,93.74,68.34,77.9,53.99,23.18,66.04,43.97,48.4,75,102.04,85.26,90.51,85.39,70.05,39.548202,72.441935,100.850479,89.135963,77.035298,77.582021,30.861239,18.798414,3.72168,-4.302853,-3.609666,20.833792,47.592916,92.568753,72.49726,34.09,52.76,33.92,29.66,24.28,16.52,28.45,67.54,86.23,48.26,34.26,24.94,21.53,30.44,34.53
"70",53.54,93.01,52.46,67.71,39.35,27.4,31.52,55.53,55,102.36,142.97,91.41,102.4,147.59,55.85,153.574002,157.686459,124.818908,90.643336,37.259392,32.591219,16.869302,11.877663,32.448727,28.168732,71.178817,89.343818,182.894615,131.180641,174.267725,6.89,28.39,26.55,53.39,41.81,26.55,81.22,48.61,53.29,26.9,54.22,18.54,43.28,83.56,47,44.08,75.45,50.51,74.12,40.84,40.01,36.28,59.59,31.38,62.84,135.47,67,113.44,142.09,59.69,86.686,87.459,75.415,101.02,85.047,78.02,45.807,17.966,18.916,22.509,46.611,58.921,102.23,66.78,106.92,29.4,63.9,78.5,141.4,128.4,66,175.2,174.4,141.9,63.6,97.8,72.5,70.8,138,180.9,77.71,89.61,59.09,52.26,27.71,39.3,39.68,39.56,50.53,99.77,116.2,91.46,88.42,85.63,55.75,74.684,93.331,76.635,93.133,64.772,50.117,30.155,10.615,4.0591,-2.9637,7.9498,29.054,82.769,48.961,124.51,34.2,46.8,58.1,51.5,37.6,32.5,66.1,58.7,50.4,37,43.4,30.3,30.2,43.5,39,90.51,85.39,70.05,33.49,28.6,39.31,47.14,67.27,42.48,61.1,42.2,53.25,79.69,45.96,45.85,47.592916,92.568753,72.49726,106.891413,74.779123,66.842649,48.156981,16.693231,3.96803,-3.860142,-1.597825,33.581855,81.580206,66.808739,129.737745,21.53,30.44,34.53,16.65,14.59,12.55,35.22,68.17,56.09,37.51,20.31,16.95,14.14,18.62,18.26
